"stk","alpha","beta0","sigma","deviance"
19,1.222,1.418,1.181,-178.6
19,1.294,2.417,1.481,-183.5
19,1.379,3.997,1.162,-182.3
19,1.49,2.706,1.286,-185.4
19,1.187,4.014,1.413,-182.2
19,1.407,3.593,1.226,-184.7
19,1.431,3.549,1.378,-185.9
19,1.567,3.081,1.6,-182.5
19,1.778,6.311,1.428,-182.9
19,1.69,1.555,1.443,-181.6
19,1.608,2.848,1.381,-185.3
19,1.573,2.325,1.46,-184.2
19,1.546,0.6697,1.229,-178.9
19,1.322,3.459,1.166,-181.8
19,1.421,3.075,1.366,-185.8
19,1.056,2.295,1.607,-177.8
19,1.324,4.722,1.426,-183.9
19,1.414,1.491,1.275,-183.1
19,1.295,3.305,1.404,-184.5
19,1.418,2.722,1.324,-185.5
19,1.389,1.486,1.468,-183.1
19,1.074,3.89,1.377,-179.4
19,1.305,2.944,1.185,-182.1
19,1.679,3.463,1.322,-185.2
19,1.33,2.31,1.259,-183.8
19,1.288,2.326,1.379,-184.1
19,1.23,2.625,1.183,-180.4
19,1.566,2.496,1.621,-181.5
19,1.522,1.943,1.324,-184.4
19,1.48,3.074,1.247,-185.2
19,1.373,2.973,1.573,-182.8
19,1.381,3.653,1.263,-185.1
19,1.474,2.362,1.422,-185
19,1.573,2.755,1.342,-185.4
19,1.398,3.246,1.411,-185.5
19,1.72,1.012,1.459,-179.6
19,1.327,1.692,1.397,-183.7
19,1.426,4.098,1.55,-183.6
19,1.313,2.183,1.468,-183.6
19,1.118,2.328,1.384,-181.2
19,1.794,4.377,1.224,-182.5
19,1.553,2.619,1.329,-185.4
19,1.636,2.059,1.313,-183.5
19,1.597,2.174,1.604,-181.3
19,1.818,2.739,1.315,-181.5
19,1.709,1.099,1.506,-179.7
19,1.258,2.388,1.552,-182
19,1.941,3.155,1.651,-176.9
19,1.212,1.521,1.434,-182.1
19,1.632,3.402,1.377,-185.6
19,1.486,0.8,1.408,-182
19,1.599,1.792,1.827,-174.9
19,1.899,7.19,1.379,-179.8
19,1.481,4.504,1.343,-186
19,1.623,3.628,1.469,-185
19,1.382,3.088,1.263,-185
19,1.349,3.541,1.234,-184.2
19,1.355,3.256,1.424,-185
19,1.489,2.771,1.169,-182.9
19,1.174,0.5766,1.396,-180
19,1.504,1.101,1.45,-182.4
19,1.488,1.503,1.39,-183.7
19,1.279,0.6045,1.475,-180.9
19,1.403,1.685,1.226,-182.6
19,1.585,5.264,1.361,-185.5
19,1.547,3.619,1.537,-184.1
19,1.55,3.321,1.163,-183.2
19,1.411,2.667,1.516,-183.9
19,1.238,2.403,1.448,-183.1
19,1.684,0.851,1.232,-177.3
19,1.204,1.295,1.57,-180.1
19,1.607,6.151,1.411,-184
19,1.612,5.822,1.258,-183.9
19,1.731,4.932,1.313,-184.8
19,1.512,3.204,1.238,-185.2
19,1.341,1.661,1.409,-183.7
19,1.425,4.309,1.323,-185.7
19,1.623,1.192,1.345,-181.7
19,1.26,0.8904,1.323,-181.4
19,1.306,3.274,1.604,-181.6
19,1.441,2.904,1.441,-185.2
19,1.34,1.601,1.415,-183.6
19,1.164,0.9945,1.627,-178.1
19,1.428,3.21,1.434,-185.4
19,1.317,3.263,1.125,-179.9
19,1.421,3.252,1.425,-185.5
19,1.253,2.704,1.641,-180.2
19,1.542,1.569,1.125,-177.9
19,1.425,1.626,1.265,-183.3
19,1.624,3.434,1.202,-184
19,1.641,1.756,1.374,-183
19,1.571,2.819,1.302,-185.4
19,1.829,4.363,1.463,-183
19,1.366,3.908,1.417,-185.1
19,1.723,7.521,1.229,-178.4
19,1.543,1.675,1.315,-183.6
19,1.5,3.899,1.328,-186.3
19,1.603,2.34,1.31,-184.4
19,1.36,1.715,1.438,-183.7
19,1.605,2.331,1.323,-184.5
19,1.064,3.219,1.498,-179.3
19,1.378,2.723,1.534,-183.5
19,1.457,3.336,1.409,-185.8
19,1.416,3.247,1.095,-179.7
19,1.84,3.121,1.432,-182
19,1.314,3.761,1.515,-183.4
19,1.515,3.304,1.411,-185.9
19,1.715,1.492,1.375,-181.2
19,1.468,4.211,1.132,-181.9
19,1.52,1.408,1.323,-183.2
19,1.596,2.58,1.477,-184.2
19,1.483,1.415,1.499,-182.6
19,1.801,2.025,1.526,-179.9
19,1.423,2.183,1.357,-185
19,1.509,1.447,1.412,-183.4
19,1.737,4.417,1.255,-184.2
19,1.91,1.815,1.486,-177.4
19,1.532,5.213,1.354,-185.5
19,1.503,3.199,1.333,-186.1
19,1.766,2.277,1.306,-181.6
19,1.446,4.516,1.244,-184.9
19,0.8822,1.133,1.535,-173.9
19,1.475,2.985,1.407,-185.7
19,1.692,2.829,1.272,-183.7
19,1.321,3.993,1.394,-184.7
19,1.114,3.702,1.272,-179.5
19,1.458,3.156,1.188,-183.9
19,1.641,0.5649,1.798,-173.4
19,1.296,2.091,1.438,-183.7
19,1.303,3.021,1.404,-184.6
19,1.401,2.824,1.247,-184.7
19,1.718,4.25,1.516,-183.7
19,1.251,0.5436,1.499,-180.3
19,1.351,1.66,1.574,-181.6
19,1.456,4.168,1.194,-184.1
19,1.436,0.7599,1.435,-181.9
19,1.209,2.779,1.287,-182.6
19,1.264,2.937,1.653,-180.1
19,1.611,3.622,1.187,-183.8
19,1.327,1.958,1.5,-183.1
19,1.934,3.943,1.445,-180.7
19,1.494,3.012,1.243,-185.1
19,1.444,3.353,1.455,-185.3
19,1.74,3.776,1.532,-183
19,1.918,3.74,1.217,-178.3
19,1.456,4.46,1.286,-185.6
19,1.826,4.516,1.158,-179.5
19,2.002,3.823,1.303,-177.8
19,1.742,3.91,1.576,-182.2
19,1.29,1.51,1.322,-182.9
19,1.342,3.273,1.441,-184.7
19,1.57,3.995,1.338,-186.3
19,2.087,2.661,1.407,-173.7
19,1.629,2.498,1.352,-184.6
19,1.084,0.5282,1.518,-178
19,1.727,2.641,1.315,-183.3
19,1.603,4.687,1.407,-185.7
19,1.75,4.747,1.29,-184.4
19,1.698,4.087,1.286,-185.1
19,1.454,3.038,1.677,-180.6
19,1.71,4.378,1.404,-185.1
19,1.444,2.073,1.363,-184.8
19,1.273,2.244,1.403,-183.8
19,1.555,0.732,1.22,-178.8
19,1.206,0.7596,1.429,-180.8
19,1.707,0.4906,1.642,-176.1
19,1.699,5.024,1.52,-183.6
19,1.406,3.389,1.564,-183.3
19,1.68,5.386,1.25,-184.2
19,1.152,0.888,1.384,-180.2
19,1.423,5.224,1.273,-184.2
19,1.521,4.028,1.443,-185.7
19,1.533,3.336,1.249,-185.4
19,1.651,2.686,1.221,-183.1
19,1.415,3.79,1.327,-185.9
19,1.718,3.613,1.433,-184.5
19,1.219,4.461,1.426,-182.4
19,1.371,3.514,1.415,-185.3
19,1.403,3.059,1.501,-184.3
19,1.658,2.165,1.237,-182.2
19,1.104,3.03,1.67,-177.4
19,1.556,4.737,1.435,-185.5
19,1.216,1.173,1.654,-178.4
19,1.326,2.128,1.338,-184.3
19,1.36,2.494,1.466,-184.3
19,1.295,1.891,1.293,-183.3
19,1.501,1.302,1.538,-181.7
19,1.367,2.787,1.252,-184.5
19,1.553,1.972,1.178,-181.4
19,1.794,4.077,1.437,-183.7
19,1.461,3.837,1.63,-182
19,1.372,1.28,1.477,-182.6
19,1.434,1.319,1.387,-183.4
19,1.188,1.028,1.414,-181.1
19,1.634,3.739,1.356,-185.9
19,1.247,0.8106,1.511,-180.6
19,1.677,2.989,1.319,-184.7
19,1.321,1.407,1.327,-183.1
19,1.714,6.256,1.399,-183.6
19,1.345,1.968,1.077,-176.1
19,1.536,3.382,1.351,-186.2
19,1.758,3.159,1.362,-183.8
19,1.47,2.958,1.596,-182.6
19,1.46,1.186,1.287,-182.5
19,1.347,1.478,1.351,-183.5
19,1.684,6.45,1.294,-183
19,1.439,1.474,1.537,-182.2
19,1.376,1.276,1.365,-183.2
19,1.09,1.549,1.457,-179.9
19,1.472,3.406,1.327,-186.1
19,1.442,3.832,1.465,-185.2
19,1.58,2.407,1.452,-184.3
19,1.489,1.398,1.51,-182.4
19,1.64,2.323,1.502,-183.1
19,1.98,3.103,1.212,-174.6
19,1.376,1.091,1.483,-182.2
19,1.615,1.764,1.255,-182.2
19,1.434,2.962,1.619,-182
19,1.299,1.026,1.638,-179.1
19,1.356,6.548,1.456,-180.7
19,1.471,2.837,1.274,-185.4
19,1.599,4.781,1.716,-179.6
19,1.08,1.338,1.529,-178.8
19,1.789,4.986,1.257,-183.3
19,1.252,3.337,1.482,-183.2
19,1.109,0.7048,1.588,-177.7
19,1.602,1.492,1.245,-181.4
19,1.464,2.537,1.456,-184.8
19,1.327,5.613,1.475,-182.1
19,1.41,3.356,1.325,-185.8
19,1.358,3.411,1.499,-184.1
19,1.143,0.9869,1.605,-178.3
19,1.394,2.097,1.442,-184.3
19,1.295,2.391,1.423,-184
19,1.573,2.42,1.54,-183.1
19,1.883,3.13,1.298,-180.3
19,1.676,2.717,1.303,-184.1
19,1.413,2.645,1.135,-181.2
815,0.937189982545272,1.27350753929174,0.94132273762604,-85.8793464790337
815,0.929234189532251,1.06149969048367,1.01467461950207,-86.1786657834302
815,1.16452370661557,2.91817112776333,1.11247322589799,-90.4956696996282
815,1.16914583944328,1.67483834669417,0.788458830282144,-86.392780144581
815,1.02392651050218,1.53847048317756,0.918030316854041,-85.3572168789749
815,0.926546330959694,0.932603418564106,1.04495954142405,-86.4714497763232
815,1.20447099252004,0.580451330902092,1.0302915855698,-86.1849688087039
815,1.31032948278179,1.95497756650351,1.17060425459411,-88.9872556181054
815,1.14063958522172,0.487067182905892,0.718517788088428,-89.4893306430224
815,1.2859297385064,1.7233665313405,0.920579623622114,-85.4702507569367
815,1.1464449125322,1.4522949652315,0.978134411679848,-84.920346723762
815,1.14112987707694,1.00980874671607,0.89127558486614,-84.4120822068967
815,1.03252950646366,0.524504398318762,0.827171733101673,-85.4294747989476
815,1.55830133936605,2.36327246979977,1.02079929031964,-90.4265759376803
815,1.30115564438247,1.39394085970916,0.86805864983465,-85.6974669036155
815,1.00343505390963,0.787055904652456,1.13139739384646,-87.3819740632289
815,0.93636421682422,0.84538060906296,0.884559766945217,-85.4381318081615
815,1.04975118420569,1.32498872052488,0.931723391320556,-84.7809022353094
815,1.14729711753129,0.591701866074781,0.847317551504611,-85.2762407563623
815,0.964450556510436,0.316446700971054,0.826244736664193,-86.1591180929289
815,1.11280616283192,1.24251652130482,0.786411223307185,-85.7921006439308
815,0.854429929312627,0.729188458522779,0.729719800341633,-91.0814344074302
815,1.32087525780175,0.739720314083794,0.865829629611468,-87.0733956185908
815,1.25050140777666,0.493866095065101,0.885539047224189,-86.3655575539324
815,1.29064476872061,1.40293002941645,0.974902115203248,-85.5713882312986
815,1.08505006409114,0.940071648171145,0.803047409111121,-85.3593318182429
815,1.15377185154862,2.20889403583169,0.911503102067566,-86.4288586606105
815,1.12784368336372,1.40887360236723,0.900563783996364,-84.5407836649018
815,1.03694377920736,1.05230994449107,0.851940582610902,-84.8249842174292
815,1.427050513102,1.06853127415821,0.900569642389998,-88.2513092343109
815,1.02852453510206,1.25781184583812,1.10848285066443,-86.9914007901756
815,1.25631904981545,0.848934241738424,1.27883857370569,-91.1017483845714
815,0.99432217822452,1.77927941242607,0.826470359305831,-87.4019263848356
815,1.5006956907692,0.509868696346878,0.974022794733103,-91.6094503866914
815,0.787540650824313,0.387274720834718,1.08283305120576,-88.5368811561587
815,0.983624716451614,0.644854645587603,0.871724983317673,-85.0455061207387
815,1.14587284517007,1.09665664998327,1.00411468624924,-85.0400071525564
815,0.848457396753228,1.40051950258715,0.975308484749604,-87.7764472427717
815,0.857619304305697,0.776940784929979,1.0467759416303,-87.2041308899349
815,0.697570559202464,1.01292783986221,0.908794091572099,-90.8617077980753
815,1.0491036039078,1.19680232140228,1.02637606180773,-85.4934674455652
815,0.887778583171975,0.462143767885962,0.832053301191707,-86.7442857813683
815,1.22034634496268,1.27457746352285,0.933001416210178,-84.7631353005318
815,1.21832526671851,0.630201481385494,1.02425986695944,-86.1378295192712
815,0.842472926952846,0.32608119878649,0.801565077586938,-88.3718537148232
815,1.16849857816725,0.725247186060252,0.877588184475851,-84.9026371898566
815,1.27767246311024,1.89297361429932,0.934421948888178,-85.6586903393247
815,1.04786959549446,1.04045618812475,0.90848388897362,-84.5004624720798
815,0.902915489007337,0.455542016078854,1.00077947851051,-86.1514990410234
815,1.17763034106525,1.43791385488415,0.830714585610342,-85.1245232411356
815,1.10681296585567,1.28015167563848,0.976802088372977,-84.7970412157213
815,1.02586496865244,1.59640572121865,0.945223361923568,-85.5221648944037
815,0.907671995979712,0.51611162967714,0.866762541372294,-85.9416738642366
815,1.17713125946102,0.563677054658641,0.956474912137956,-85.3059911951212
815,1.13747588354846,1.58940330104319,0.997853478319558,-85.2913559778427
815,0.848202378290283,0.95259656928323,0.996678456589789,-87.0067177018997
815,1.10374723891084,0.581814873460546,0.921068532585879,-84.7463576560226
815,0.813612062867334,1.03652202479421,1.18899614973258,-90.3704110153353
815,1.12667727464878,0.478298759430429,0.840424999131961,-85.4996249875998
815,0.975322821142405,1.05852141990961,0.95660037829661,-85.1963901670606
815,0.848263392479859,1.34059556594756,1.32980417543413,-93.4125722496718
815,1.18603564467648,1.83291432092405,1.10099993246597,-87.1334890342166
815,1.09870708107545,0.721827323799202,0.903726361372372,-84.5309897784102
815,1.50644927027233,0.710755536672062,1.04880751125791,-91.076105469679
815,0.930521082701581,2.28191565777174,0.997683100189039,-89.5407720972449
815,0.99378273318924,0.32974988539564,0.945352462920365,-85.2816036069381
815,1.11930066699523,2.04211044430761,0.913356209679868,-86.0183116664963
815,0.951764557656303,1.30846391730042,1.09105804467938,-87.3193750844802
815,1.23552907793114,0.966444760511656,0.859728277078574,-85.2891786235058
815,0.779185007225607,0.661789556097667,1.07798386006301,-88.6878520705012
815,1.15543079050659,0.656739739441912,0.951054779483123,-84.9588421190406
815,1.16546436443052,0.500423161679127,1.10822113365725,-87.2779493538663
815,0.913674100210172,0.968981128806756,0.765792826426269,-88.3005312056833
815,1.25939944237391,1.20264297975211,1.09617453339722,-86.9502387111807
815,1.06702318889315,1.22274183769363,0.763344569523089,-86.6546292420421
815,1.10174018878525,0.903975777592399,0.793731929111812,-85.5786184522367
815,0.715922177939789,1.57004544440569,0.828815195000308,-94.4759301486257
815,1.10989358854988,0.555362062771392,1.02529096763527,-85.6382334208274
815,1.2257995951295,0.591721938486382,0.947304588294852,-85.6662057469001
815,1.22050002806623,1.06191981375639,0.89488813574006,-84.8258889926224
815,1.58469130839775,1.0786421561293,1.0503222404532,-92.0959384921078
815,1.32136517458114,0.997847301442656,1.02464563736292,-86.6933020921596
815,1.22197448337079,0.514787277966703,0.957197974962224,-85.8474793121518
815,0.957029715692998,0.939548718546841,0.922823625559386,-85.1704537172625
815,1.15519285468475,1.20893084723562,1.05768100294181,-85.8232076792616
815,0.942171320786786,0.691227946969507,0.919371590805581,-85.2531996744668
815,1.1886673224992,1.05554636328427,1.02215931325965,-85.4239210238184
815,1.04144424753967,0.752202579469986,1.11304122104228,-86.9094213974835
815,0.938504873800201,1.71048044603834,1.04703302936536,-87.6670079756343
815,1.24076452844726,0.489681651747089,0.99277983158781,-86.3528050015253
815,0.984044892944272,0.906317448846344,0.913636125469769,-84.8832979847859
815,1.14979027551071,0.751516916648507,0.89467005500847,-84.6772491068748
815,1.25417864808755,0.656423723221716,0.812571419774518,-86.9982032818385
815,1.19619527633109,0.798742741398885,0.790744560268266,-86.3409401058788
815,0.868687539890147,1.39323566999567,0.911869245753628,-87.4074823689971
815,1.05284045764007,0.723335842462282,0.949992428540219,-84.6800508284022
815,1.27524684540425,0.594290503275807,1.06494316222466,-87.3331006249715
815,1.06011910747061,0.883292634281661,0.730652996241339,-87.851649200674
815,1.52995344394629,0.730393747722679,1.17210354537542,-92.7971052565636
815,1.12991119253799,0.583102124769393,0.989749332483355,-85.2525559257745
815,1.16568033921471,0.700418328722964,0.90809886401888,-84.8357857708568
815,0.85298755981942,0.748168031282118,0.824898900170156,-87.5729719196498
815,0.989950961225161,0.726622270170281,1.26591843826392,-90.4674740867323
815,0.805922072413013,1.09816621709797,1.04539919430526,-88.3846835626638
815,1.09602426107395,0.65280747198253,0.883286576392629,-84.6599734598213
815,1.20025700525627,0.883524004331697,0.898096204749561,-84.8348524834394
815,1.09572927220858,0.441255882671735,0.869569714230969,-85.1311011568654
815,1.02107810506506,0.952445389979036,1.11105161264904,-86.9136394758992
815,1.18992225831505,2.08979353142269,1.06037350051804,-86.9628556740087
815,0.911819161141219,0.652493428054987,1.19976059002151,-89.3554662734972
815,1.05441411917226,0.448406805833401,0.898458587596617,-84.9096101491105
815,1.31417766328329,0.961160643316147,1.00131324342051,-86.4159470056057
815,1.11267404774904,0.953637040291337,1.02628069636457,-85.3144353325935
815,1.21959993453036,1.21003007512617,0.85061973640779,-85.0217184580016
815,1.13082686397788,0.543102700779311,0.939354618805859,-84.9698834331038
815,0.907156928422348,0.87809458899143,0.863473929851455,-86.0524559381729
815,0.930613148274676,0.580075507310669,0.820424878613312,-86.2882962477072
815,1.05541667494099,0.425099762120349,0.89907759992419,-84.9519445292389
815,1.41652984488864,0.999471797855983,1.00135737932152,-88.054442107363
815,1.17478820482001,0.415467097310821,0.977639085725805,-85.7534137592095
815,0.91239775878524,0.738410198716542,0.932347252870407,-85.6086743547896
815,0.816202955660455,1.07938514890007,0.986464640009467,-87.7189489287864
815,0.952621484533531,1.33410860362182,0.795703670165238,-87.351847786311
815,1.46957223230297,0.809045406118035,0.94214116059104,-89.7793317124748
815,1.21153834146731,0.542048381116208,0.86109411621165,-85.886861123668
815,1.06132419199736,1.15125681671897,0.890798111464423,-84.5154764424944
815,0.950732938962005,0.849470302789373,0.757058383235583,-87.8318735303659
815,1.19160365972951,0.47041352878083,0.903167778315049,-85.5753149619533
815,1.11024818510187,0.589493734310444,0.791991661659985,-86.0899631597509
815,0.926216312709684,0.373996596077792,1.02195637312022,-86.2341882502018
815,1.19189154602506,1.44213949600126,0.88697474395252,-84.6755343508071
815,1.30603706937981,1.68562279922037,0.949036704670978,-85.6743737998717
815,0.933332903195948,1.0583520094973,1.40432552891598,-94.318181901406
815,1.049978405784,0.716971652009535,0.738200538715784,-87.6806986028293
815,1.25549000930218,0.527717950258264,0.866748954255983,-86.5118942451773
815,1.19392465713553,0.499780524158083,0.832195622271874,-86.192309462729
815,1.29308017032517,0.317617536108967,0.913564293571434,-87.5582432150316
815,0.956818290500307,0.337644035016192,0.767598592849619,-87.7462987846131
815,1.20553064688178,1.37969711197377,0.849680807437276,-84.9556479351878
815,0.722422312408662,1.49894978369261,1.0565746392203,-91.2721226341912
815,1.21926324373299,0.986144337989517,0.828701927173246,-85.480362309327
815,1.29352552751231,0.332059874346706,0.9548996353512,-87.4216200571973
815,1.24504038163006,0.920222772555059,1.11729489006143,-87.4235434451172
815,1.33477355149592,0.7407160379178,0.999019475118172,-87.1198600580641
815,1.34391869721669,0.999571040756841,0.909976098747483,-86.5414750640495
815,0.997572034918578,1.08510428822117,1.04666180117465,-85.9965854910444
815,1.04679654707285,0.797427283258524,0.979708641575344,-84.8833778824573
815,1.37054066476316,1.00858635842719,0.759103930840052,-90.4114085405286
815,1.23047557505758,0.562147042917886,0.880420067866873,-85.9050593498648
815,1.0988671330798,1.12839945834168,0.761648118632111,-86.4906177456715
815,1.00774986500374,0.931044284439181,0.922843855843887,-84.7175532401288
815,1.13222025438105,0.893008414783107,0.886205200977022,-84.4699273862413
815,1.28121875718927,1.20603003411343,0.941533801490302,-85.3572251259697
815,1.2308355185733,1.80478488288314,1.02986006425673,-86.0518126590264
815,0.936353591285439,0.320391785511082,0.77037330528844,-87.8959343243555
815,1.02469938531315,1.21263220733433,0.761663885678054,-87.0744802237995
815,1.06433745616781,1.25474717464075,0.854207674894798,-84.8129424288006
815,0.773626105355407,0.828010195304029,0.900983588458949,-88.3790152309887
815,1.10629005279352,1.58341278794234,0.96197202477873,-85.0446939191674
815,1.19291038537449,1.66886049687277,1.12289172599818,-87.3362893347585
815,1.15165457269385,1.08719332794272,0.893919714087953,-84.413627452708
815,1.00882873725092,1.12925372157329,0.737829987641101,-88.0985079304277
815,1.31976213495532,1.09903508767438,0.929869902337806,-85.9461136128304
815,1.00671943942784,1.26403397506061,0.788482050278941,-86.5339268435571
815,1.1015289588309,1.10604507196782,0.712053861088104,-88.6669673465688
815,0.987732972969178,1.70759213200551,0.887438260061188,-86.3940991328229
815,1.09087348511045,1.05636306477814,0.77241169786697,-86.1338387679151
815,1.15878725962024,1.4110038249811,0.740209831143312,-87.5640122966446
815,1.26821091079692,0.477418840637687,0.936630909961221,-86.5141916732453
815,1.22589842324026,1.03502434565058,0.949450206577986,-84.9802822423148
815,1.56005725049547,2.5736425886377,1.05053806100545,-90.8923885546281
815,1.0380648009927,1.9919878814422,0.953591397456319,-86.5832478500457
815,1.0602614939002,1.17733055077208,0.858995027811377,-84.7126882935606
815,1.36979385819491,2.65522841692767,0.804132260570236,-90.6242988999529
815,1.03377143597226,0.573626050647788,0.83099145588604,-85.2908332333005
815,1.00912263336736,0.566807758830185,0.840184577123308,-85.2694456315921
815,1.07699075250786,0.730670883188902,1.24153728443817,-89.7070815210231
815,1.3289201629993,0.451290625576583,1.13911276157618,-89.4934783345511
815,1.13516161380687,1.31290687359848,1.03959161653236,-85.5620693566354
815,1.1268735166534,0.71247124829929,0.867532845478098,-84.7494133597219
815,1.1016982065206,0.457287487486931,0.864267457414452,-85.1589105625026
815,1.33440442241641,2.6219534214012,1.42137523052248,-95.8056253629589
815,1.53878053015775,0.655864458734467,0.996036195859645,-92.0773618802485
815,1.06301094362187,1.03854263423555,0.845726592907892,-84.7441024559533
815,1.19428204976835,2.20079998509759,0.94754881672104,-86.2512866832593
815,1.0390135601125,0.749599866447495,0.819730025369909,-85.267166820909
815,0.740413934176704,1.26916775795971,0.860879118200981,-91.1747995169373
815,1.19459320698566,0.872843978568539,0.644291395532585,-94.5434618559913
815,0.831641294719342,0.781394110895095,0.886414454954281,-87.1237697822982
815,1.16681315762486,1.6188484570196,0.812653325333669,-85.6976992596693
815,1.06232379413573,1.18896620883146,0.818577066113465,-85.2327240356209
815,1.22401602773672,0.754023459417398,0.795252214968459,-86.6759631456458
815,0.975183266669985,1.35239211344798,1.12313714115958,-87.7353485477539
815,0.877635421197954,0.372223799231873,1.0784154130657,-87.4122937462634
815,1.21581993062481,0.759216930752145,1.10294496281662,-87.1259931918224
815,1.32014530960161,0.702970763779148,1.05894943808547,-87.5987875811709
815,1.33612589649514,3.48443415554222,1.07727035185714,-92.2039699310303
815,1.3692372013527,0.861659807713417,0.964128649090883,-87.2759885396892
815,1.1741284175155,1.8920906569023,1.03446356373231,-86.2004604045342
815,0.905605756273942,0.561130182390964,0.854607300126072,-86.0857072129107
815,1.0081192054108,0.792277753027678,0.789234653216708,-86.0986614206584
815,1.09021923199872,0.904933422295892,0.954616629423147,-84.5660774673572
815,1.27741876179798,1.44417033732074,1.02446376245797,-85.9552601263283
815,0.808664914221779,0.348349259008217,0.909815745486634,-87.2555026360876
815,0.98323942470116,2.65517866045015,0.870864784148102,-91.7243497465698
815,0.94594855029607,0.583102500887854,1.03020272891762,-86.0557777844824
815,1.32820212961936,1.89174403262787,0.910508986484742,-86.0999813821634
815,0.965142201061234,0.327782961579842,0.861117129688898,-85.6407302020357
815,0.814079281104513,0.69011889497992,1.07463724144448,-88.1232594666413
815,1.3270337065992,1.80306110084315,1.0414620701673,-86.7598640076319
815,0.987079939193121,0.348515845230144,1.1159973363237,-87.407742639834
815,1.19784950126687,0.539880823084145,1.13136064993628,-87.8466986178282
815,1.25709930107237,1.63239038117197,0.96715264214864,-85.3386831561618
815,1.09328451425381,0.68909632040532,1.09431081912053,-86.5603667621898
815,1.07812975500133,0.506049672472841,0.729722920611694,-88.4642593512496
815,1.1875706783318,1.2021210914188,1.12384281069609,-87.1049048787717
815,1.12269247415832,1.92716870138323,0.74502522093489,-88.9945859013359
815,0.943391280407038,0.580399586412166,0.72503377328417,-89.43328589512
815,0.797042165790388,0.531715415019651,1.05062132401353,-88.0090485163696
815,1.40825073630429,0.949452191929295,1.02045898882567,-88.1239066199645
815,1.12426215795366,0.713747904385457,0.789465000960579,-85.9706619215383
815,1.04866483937463,1.11434845382696,1.1386567887926,-87.407160089545
815,1.28905046218706,0.700750242864522,0.845646906884835,-86.851685404034
815,1.29678316839766,1.41538522287568,0.906548138923228,-85.4316698006538
815,1.29848693663404,0.657047072890882,0.852206369736583,-87.0659798344901
815,1.20651442357267,1.2008777366312,1.00907343655044,-85.3021295419494
815,1.08164028359662,0.903951011229363,0.941683774047877,-84.4949347244584
815,1.22110273724586,0.755753754332889,0.872465232645568,-85.3747427296282
815,0.898673127469859,0.891450508804443,1.18242626681681,-89.1546791900582
815,1.14505632610498,0.638319135884511,0.866828680053604,-84.9742258865106
815,1.02205798903586,0.732717199496158,1.0317313348121,-85.6020538719941
815,1.21204538264779,0.982401907080701,0.738469921669719,-88.0477243109171
815,1.02114415635346,0.835922019306023,0.819561476395845,-85.3275875447326
815,0.968669596509928,0.674135176783612,0.937637279491309,-85.0544037714882
815,0.927643330235839,0.606698323786444,0.869186225541577,-85.630186822717
815,1.04926467229456,0.712212304343833,0.906797870217287,-84.5620352427798
815,1.11154331156994,0.722967560953819,0.758909165072959,-86.8477189010971
815,1.14387666041726,0.947056859975229,1.11430709773052,-86.8564324845068
815,0.911548441977015,0.321793041874784,0.993001842674653,-86.1062485291562
815,1.10989532041619,1.16241097700181,0.85515124001826,-84.5762001794847
815,1.0018406599356,0.940345030993644,0.894108982143362,-84.7688238210161
815,0.98653661397027,0.759734769246832,0.837259010612342,-85.3314516813631
815,1.03153254537132,0.874031789750352,0.883144630856133,-84.5999402296833
815,0.84645505937044,1.36050372294921,1.06848906615363,-88.4622128930428
