"stk","alpha","beta0","beta1","beta2","beta3","sigma","deviance"
1,1.774,1.794,2.004,0.456,1.067,0.7103,-103.2
1,1.898,1.759,2.98,1.001,0.9816,0.6876,-104.8
1,2.018,1.324,3.089,2.148,0.3999,0.7873,-102.3
1,1.692,1.606,2.787,1.333,1.056,0.8493,-103.1
1,1.842,2.513,2.665,1.589,0.2811,0.8412,-103.9
1,1.527,1.47,2.181,1.129,0.358,0.7851,-104.1
1,1.642,1.502,2.743,0.8065,0.5749,0.8428,-103.9
1,1.407,1.244,1.72,1.174,0.1136,0.6923,-100.3
1,1.637,1.692,1.36,1.366,0.7053,0.7853,-104.4
1,1.923,2.545,2.125,1.124,1.677,0.901,-100.1
1,2.028,1.869,2.977,2.278,2.152,0.6603,-99.32
1,1.917,2.23,2.577,3.274,0.2061,0.7766,-99.88
1,1.929,1.16,4.724,0.06775,0.7582,0.7989,-95.26
1,1.77,0.7884,1.887,2.082,0.5464,0.71,-103.9
1,1.86,2.199,3.354,1.858,0.3769,0.6888,-105
1,1.928,1.692,3.853,1.34,0.7738,0.7314,-105
1,1.657,0.8696,1.218,2.306,0.414,0.7048,-101.5
1,2.092,2.054,3.576,2.667,0.4977,0.7593,-102.4
1,1.929,0.7881,2.225,2.124,1.943,0.8226,-101.3
1,1.791,2.281,2.692,1.603,0.7961,0.6561,-104.2
1,1.949,2.209,2.581,2.294,1.407,0.9045,-100.6
1,1.784,0.9408,3.08,3.492,0.6006,0.7982,-97.18
1,1.858,1.979,2.825,3.244,0.6156,0.8358,-98.94
1,1.766,0.6968,2.169,1.255,2.438,0.8567,-98.38
1,1.892,1.498,3.291,0.7865,0.8306,0.8398,-102.7
1,1.782,0.8032,2.941,2.812,0.7169,0.8111,-102
1,1.903,1.11,2.053,1.718,0.6543,0.8102,-101.8
1,1.642,0.8098,2.664,1.735,0.6409,0.6803,-104.3
1,1.478,0.9004,0.6618,0.8988,0.9526,0.7537,-100.3
1,1.795,1.553,1.918,2.15,1.065,0.5847,-97.43
1,1.898,1.583,2.265,2.995,0.6145,0.8091,-102.2
1,2.069,1.092,3.414,1.599,1.31,0.8539,-99.79
1,1.736,1.968,2.293,1.902,0.09009,0.7161,-105.5
1,1.601,2.27,2.864,0.8956,0.3133,0.7934,-102.7
1,1.791,1.046,2.591,1.697,0.2672,0.7285,-105.8
1,1.892,0.9115,4.419,1.567,1.317,0.7891,-100.6
1,1.726,2.175,3.187,0.9926,0.513,0.7722,-105.1
1,1.9,0.7001,3.304,1.753,0.8674,0.7412,-104.2
1,1.889,1.47,3.064,1.77,0.5826,0.8054,-105.5
1,1.928,1.324,1.621,1.987,0.8894,0.7884,-101.2
1,1.54,0.58,3.58,0.02286,0.008788,0.7649,-99.8
1,1.92,2.228,2.143,1.383,1.296,0.6838,-104.2
1,1.726,0.4965,2.676,1.745,0.4798,0.8389,-103.6
1,1.801,0.5704,2.705,2.159,1.671,0.8445,-101.4
1,1.758,1.989,1.079,1.94,1.749,0.9029,-98.22
1,1.973,1.296,2.697,2.455,1.748,0.6716,-101.7
1,1.457,0.5569,1.18,1.496,0.5053,0.8317,-100.9
1,1.72,0.7302,3.248,1.758,0.4764,0.7392,-105.3
1,1.777,0.9795,1.277,2.26,0.3922,0.7438,-101.1
1,1.792,1.051,4.005,1.595,1.089,0.7728,-102.3
1,1.55,1.885,1.177,2.957,0.5881,0.8402,-93.08
1,1.891,0.9955,3.13,2.263,0.9272,0.7082,-105
1,1.666,2.007,2.246,2.039,0.1908,0.6242,-99.31
1,1.765,0.4954,1.877,2.351,0.8289,0.8008,-102.8
1,1.961,1.613,2.14,2.052,1.157,0.7696,-104.2
1,1.843,1.468,3.742,1.302,0.02276,0.8475,-102.9
1,1.519,0.5466,2.333,1.597,0.945,0.7402,-101.6
1,2.05,2.917,3.35,1.426,0.456,0.848,-101.4
1,2.043,0.8695,2.2,3.908,1.476,0.7914,-95.55
1,1.776,1.2,2.658,1.133,0.7207,0.8374,-104.5
1,1.565,2.148,1.995,1.661,0.9875,0.8454,-98.48
1,2.169,3.611,3.105,1.83,2.01,0.7518,-98.53
1,1.77,1.529,2.785,1.297,0.654,0.769,-106.9
1,1.966,2.27,2.657,1.503,1.848,0.7133,-103.9
1,1.67,1.986,1.739,1.113,0.628,0.8389,-103.8
1,1.665,0.9316,1.576,0.9243,1.675,0.8276,-101.6
1,1.603,1.55,4.166,1.37,0.5452,0.7871,-96.1
1,1.464,1.847,1.959,0.2594,0.2535,0.7875,-102
1,1.658,1.188,2.356,1.199,0.4407,0.7449,-106.6
1,1.733,0.7074,2.489,0.8026,1.426,0.7393,-103.4
1,1.634,0.6834,3.215,1.164,0.09229,0.9932,-96.5
1,1.649,1.04,1.824,1.916,0.6616,0.69,-104.5
1,2.019,1.684,3.646,1.682,1.316,0.7548,-104.4
1,1.735,1.778,3.252,0.5078,0.4848,0.8174,-104
1,1.766,1.02,2.123,0.9521,1.462,0.7405,-104.1
1,1.717,0.7704,3.726,0.4859,0.8745,0.697,-101
1,1.788,1.806,2.06,1.567,0.8742,0.6882,-106.1
1,2.027,1.262,4.466,1.479,0.8053,0.7618,-101.2
1,1.966,2.307,4.427,2.768,0.3651,0.6699,-94.88
1,2.006,1.63,3.164,1.724,0.8959,0.5443,-90.1
1,1.909,1.143,2.543,3.178,0.6329,0.8141,-101.4
1,1.683,1.031,2.823,1.197,0.4574,0.879,-103
1,1.58,1.177,2.117,0.9514,0.1991,0.7577,-105.6
1,1.658,1.854,1.305,0.4486,0.05594,0.8077,-100.4
1,1.93,2.318,2.945,1.604,0.6524,0.8315,-104.6
1,1.719,1.514,1.399,2.708,1.372,0.7989,-99.82
1,2.027,1.011,3.489,2.265,1.205,0.8826,-100.5
1,1.615,1.457,3.218,1.102,1.392,0.7207,-98.61
1,1.934,2.166,2.561,1.83,1.059,0.7312,-106.2
1,1.813,2.216,2.2,1.073,0.4065,0.7223,-105.3
1,1.526,0.9126,1.571,1.406,1.221,0.6439,-98.21
1,1.529,1.393,2.185,0.5209,0.4991,0.7335,-104.3
1,1.697,0.5719,2.37,0.7512,1.787,0.7103,-100.9
1,1.873,2.096,2.611,1.365,0.4084,0.7566,-105.9
1,1.675,0.5917,3.12,2.163,0.05748,0.792,-103.5
1,1.674,1.211,2.587,1.458,0.004761,0.725,-106.3
1,1.825,1.559,2.674,1.027,0.03404,0.7613,-103.9
1,2.075,1.684,2.875,1.535,1.188,0.6992,-100.8
1,1.621,1.651,2.143,0.3171,0.5738,0.7612,-104.5
1,1.699,0.9103,3.137,1.407,1.077,0.725,-104.5
1,1.74,1.804,2.493,2.457,0.795,0.7549,-102.9
1,1.809,0.5263,2.649,2.278,1.605,0.8006,-102.4
1,1.879,1.217,2.194,1.901,0.7679,0.7089,-104.5
1,1.692,0.6859,2.922,1.484,0.6311,0.7161,-105.7
1,1.533,1.009,2.447,0.6652,0.1533,0.8569,-102.6
1,1.83,3.31,3.288,1.275,0.9588,0.9042,-97.57
1,1.845,2.742,2.709,0.2777,0.8268,0.7358,-102.8
1,1.791,3.049,2.601,1.07,0.8743,0.9188,-99.23
1,1.923,2.742,2.009,2.415,1.652,0.9278,-97.26
1,1.755,1.101,3.645,1.348,0.8431,0.8582,-102.5
1,1.912,0.8207,4.019,1.383,0.5448,0.7498,-102.6
1,1.657,1.113,1.219,1.025,0.3695,0.7217,-101.9
1,1.847,0.9989,2.219,2.501,1.386,0.801,-103.4
1,2.206,2.002,2.245,1.896,1.038,0.9183,-92.42
1,1.816,2.384,1.334,0.6946,1.101,0.7909,-101.4
1,1.913,1.673,3.365,2.234,0.5943,0.8149,-104.6
1,1.32,1.298,2.37,0.5475,0.05113,0.9459,-94.25
1,1.739,2.005,2.384,2.113,0.6611,0.6798,-103.6
1,2.021,3.979,1.629,0.9449,1.279,0.7834,-96.58
1,1.545,1.55,1.722,0.3267,0.4579,0.7599,-103.6
1,1.936,1.35,3.028,1.607,1.787,0.7475,-104.3
1,1.578,2.094,1.743,0.1854,0.2972,0.7346,-102.8
1,1.744,0.907,1.547,1.333,1.179,0.7762,-103.5
1,1.847,3.342,2.346,2.018,1.121,0.7775,-99.73
1,1.575,0.5379,1.378,0.8186,1.475,1.05,-91.54
1,1.883,1.309,3.264,1.594,1.751,0.8564,-101.9
1,1.784,0.9897,3.853,1.443,0.5138,0.6931,-103.9
1,1.898,3.438,2,1.978,1.301,0.7949,-100
1,1.745,0.5898,2.65,2.031,0.2997,0.7222,-105
1,2.04,2.833,3.13,1.043,1.253,0.6836,-101.9
1,1.973,2.007,2.412,2.974,1.587,0.7172,-100.9
1,1.804,0.9715,2.486,0.7442,2.005,0.7637,-101.5
1,1.866,1.073,2.976,3.44,1.763,0.8114,-95.23
1,1.502,0.5884,2.689,0.856,0.2412,0.7142,-103.4
1,1.932,1.444,2.036,1.235,1.549,0.7545,-102.5
1,1.741,0.9444,4.378,2.679,0.5037,0.8361,-95.29
1,1.402,1.15,2.477,0.7071,0.5904,0.9264,-96.18
1,1.754,1.162,2.793,1.112,0.937,0.9208,-101.1
1,1.934,1.028,1.988,2.777,1.419,0.6713,-99.96
1,1.895,1.859,3.595,1.064,2.113,0.7172,-99.73
1,1.586,0.9611,1.658,0.4412,0.9557,0.8313,-102
1,1.843,3.095,2.178,0.6397,1.64,0.7031,-100.4
1,1.903,1.988,1.496,1.257,2.191,0.8095,-100.6
1,1.824,1.271,2.021,0.9503,1.952,0.7117,-102
1,1.852,1.961,3.422,1.557,1.751,0.7896,-101.8
1,1.837,2.129,3.863,0.687,1.576,0.6583,-97.33
1,1.617,1.567,2.209,0.8381,0.7845,0.7542,-105.5
1,1.62,1.545,2.733,0.1228,1.07,0.7383,-102.6
1,1.799,1.506,2.913,1.2,0.216,0.8525,-103.8
1,1.868,1.237,3.025,1.743,0.8988,0.7973,-105.7
1,1.526,0.9133,1.579,0.2492,0.3461,0.7917,-101.8
1,1.688,2.006,1.608,0.1107,2.171,0.8825,-96.71
1,1.704,1.122,2.493,1.268,0.5484,0.7613,-106.6
1,1.794,2.204,1.767,0.5655,1.395,0.7426,-103.1
1,1.94,1.794,2.73,1.595,2.036,0.822,-102.8
1,1.862,0.8653,4.228,1.082,0.922,0.8522,-100.6
1,1.717,2.673,1.205,2.094,0.4124,0.7737,-100.8
1,1.703,0.8135,3.292,1.662,1.083,0.78,-103.4
1,1.863,0.5726,4.509,2.081,0.31,0.645,-96.35
1,1.781,2.241,2.478,1.737,0.1128,0.8138,-104.8
1,1.769,1.721,2.345,0.5091,0.1495,0.9038,-99.5
1,1.736,2.236,3.626,0.9433,0.7138,0.7073,-102.5
1,1.916,1.655,3.633,1.204,0.9046,0.8018,-104.6
1,1.721,1.85,3.133,1.22,0.1544,0.6515,-104.3
1,1.763,2.308,0.8533,1.596,0.7542,0.831,-100.8
1,1.8,1.158,3.357,1.292,1.714,1.015,-94.22
1,1.971,1.8,3.343,1.677,0.1838,0.6814,-103
1,1.881,1.096,4.172,1.203,0.01651,0.823,-101.4
1,1.929,3.035,2.531,2.35,1.412,0.7475,-100.6
1,1.854,2.386,2.822,0.8749,0.5172,0.7901,-105
1,2.101,0.735,2.228,1.408,1.426,0.7568,-90.64
1,1.784,1.637,3.459,0.5697,0.2629,0.6619,-102.5
1,1.815,1.746,3.459,1.425,0.717,0.8186,-104.9
1,1.861,0.67,3.304,2.388,0.5328,0.8633,-101.9
1,1.562,0.6204,2.02,1.173,0.5954,0.8068,-104.1
1,1.799,0.9057,3.144,2.164,0.3719,0.759,-105.4
1,2.017,1.493,3.414,1.982,0.9572,0.6299,-100.9
1,1.859,1.952,1.734,1.266,1.164,0.6701,-102.9
1,1.765,1.391,2.022,1.405,1.512,0.7544,-105.2
1,1.904,0.7319,2.406,2.525,0.6459,0.7617,-102.8
1,2.068,1.904,4.79,0.7709,0.7597,0.7242,-97.29
1,1.783,2.294,1.861,1.183,1.467,0.8654,-102.1
1,1.843,2.307,1.976,1.334,0.7017,0.8706,-102.6
1,1.876,1.337,3.9,1.853,0.5823,0.6995,-104.4
1,1.521,0.4867,1.243,0.7876,1.146,0.8851,-99.08
1,1.83,1.119,2.919,0.9691,0.7727,0.7218,-104.8
1,1.771,1.862,0.9547,1.092,1.097,0.6815,-99.82
1,1.933,0.5974,2.785,1.798,0.09546,0.7513,-98.55
1,1.704,1.41,2.496,0.7597,0.9011,0.7269,-106
1,1.753,0.8031,3.374,1.584,0.3431,0.6686,-104.2
1,1.981,1.083,2.155,3.414,0.4406,0.8037,-98.26
1,1.625,1.086,0.9102,0.2354,1.817,0.883,-96.29
1,2.022,0.8362,3.742,2.597,1.599,0.783,-101.1
1,1.505,0.9074,2.614,0.3393,0.3509,0.7619,-103.3
1,1.597,1.065,2.749,0.6322,0.6328,0.796,-104.3
1,1.859,0.7351,3.153,1.857,1.297,0.6984,-104.1
1,1.722,2.705,3.242,1.213,0.6338,0.7483,-101.9
1,1.877,1.651,3.542,2.211,0.1007,0.8701,-102.2
1,1.945,1.341,2.544,2.148,2.179,0.7082,-101.7
1,1.589,2.66,3.466,0.8217,0.02452,0.7266,-97.71
1,1.898,1.366,2.994,1.924,0.7016,0.7785,-105.9
1,2.021,2.232,3.095,1.565,0.9535,0.8033,-104.3
1,1.537,1.78,1.725,0.1695,0.3803,0.8398,-101.7
1,1.85,0.7535,2.573,1.585,1.464,0.793,-103.9
1,1.934,2.102,1.936,1.681,0.9726,0.8059,-103.7
1,1.601,1.249,0.4473,2.173,0.9283,0.8167,-98.99
1,2.083,1.862,4.605,1.44,1.785,0.7085,-98.01
1,1.765,1.684,1.22,1.689,0.3371,0.6178,-96.74
1,1.844,1.595,3.585,1.895,0.07024,0.7502,-105.4
1,1.99,2.068,5,2.086,0.5259,0.919,-96.04
1,1.891,1.123,1.372,1.678,1.226,0.8077,-100.2
1,1.875,1.06,2.33,1.623,2.242,0.9559,-96.65
1,1.936,2.583,4.043,1.266,0.9194,0.8145,-102.4
1,1.689,2.955,1.666,0.7698,0.8832,0.7664,-102.1
1,1.891,1.432,3.06,0.3409,0.68,0.7204,-99.84
1,1.921,2.016,2.668,2.305,1.495,0.7273,-104.3
1,1.444,0.9688,1.584,1.154,0.2588,0.7191,-102.7
1,1.886,1.341,3.608,2.226,0.8979,0.7173,-104.5
1,1.759,2.135,3.031,0.2949,0.9441,0.6747,-102.6
1,1.807,1.253,3.348,2.784,0.1234,0.8469,-101.1
1,2.04,2.682,0.3276,2.936,0.6463,0.9142,-88.6
1,1.805,0.7379,1.832,1.633,1.705,0.7567,-102.9
1,1.727,1.991,2.093,0.4775,1.022,0.6704,-103.2
1,1.724,1.177,4.204,1.882,0.06786,0.8974,-98.6
1,1.911,2.447,3.143,1.429,2.602,0.792,-96.7
1,1.782,1.29,1.801,1.664,0.6854,0.713,-105.1
1,1.615,0.4906,1.474,2.102,0.7474,0.807,-102.4
1,2.031,1.251,3.37,1.827,0.7779,0.6847,-101.6
1,1.874,2.884,3.732,0.1734,0.2777,0.8514,-99.59
1,1.413,1.079,1.015,0.8394,1.021,0.8461,-98.95
1,1.834,0.8164,1.417,1.93,2.147,0.7877,-100.2
1,2.123,1.557,2.547,3.215,1.362,0.8879,-97.78
1,1.765,1.415,1.362,2.853,1.49,0.7541,-99.57
1,1.603,0.7481,1.968,0.08586,1.058,0.7251,-100.7
1,1.822,2.352,3.681,1.145,0.572,0.7036,-104.1
1,2.035,1.732,2.675,2.702,0.4061,0.7276,-101.7
1,1.744,1.797,2.911,2.246,0.7486,0.7305,-103.3
1,2.085,3.368,3.861,2.7,0.8632,0.7688,-97.85
1,1.691,1.222,1.072,1.21,2.235,0.7585,-99.23
1,1.627,1.031,2.116,1.197,0.8261,0.93,-100.3
1,1.868,0.7214,2.382,1.711,1.51,0.7145,-103.5
1,2.086,1.58,2.955,2.242,1.132,0.7819,-102.8
1,2.083,1.516,3.342,2.954,0.9971,0.833,-101.2
1,1.617,0.545,1.346,0.6779,0.3436,0.9074,-97.23
1,2.213,3.816,3.724,1.661,0.9402,0.7627,-98.26
1,1.567,1.562,1.875,1.602,0.8342,0.7894,-102.9
1,1.915,1.964,1.808,2.568,1.439,0.7048,-102.4
1,1.743,1.276,2.37,1.111,0.1156,0.7513,-105.1
1,1.771,0.495,2.287,1.645,0.06998,0.7859,-102
1,1.965,1.884,2.416,1.991,2.026,0.8197,-102.6
1,2.02,0.8407,4.488,2.657,1.055,0.8529,-98.58
1,1.698,1.494,2.922,0.9305,0.3303,0.7323,-106.5
1,1.802,2.93,2.712,1.643,0.83,0.8223,-102.2
1,1.662,1.273,1.778,1.338,1.333,0.7611,-104.6
1,1.845,0.97,2.657,1.075,1.346,0.6728,-102.8
1,1.737,0.9548,3.493,0.5571,1.26,0.6891,-101.2
1,1.968,2.231,3.469,0.4189,0.6104,0.7718,-101
1,1.492,0.8982,2.218,1.06,0.7723,0.8464,-101.5
1,1.761,1.121,1.66,1.856,0.6406,0.7321,-104.6
1,1.806,1.331,1.538,2.21,0.3391,0.8362,-101.7
1,1.667,1.567,2.24,0.8846,0.07252,0.768,-105.5
1,1.683,0.571,1.013,2.545,1.103,0.9653,-95.03
1,1.977,1.846,2.975,1.384,1.31,0.8066,-104.4
1,1.872,1.321,2.667,1.763,1.154,0.9299,-100.6
1,1.928,1.445,3.322,1,0.05596,0.6169,-94.71
1,1.928,2.395,2.255,1.611,1.024,0.6456,-103
1,1.8,0.9918,3.617,1.518,0.1054,0.8198,-103.9
1,1.688,1.372,2.355,1.639,1.384,0.7359,-104.1
1,1.645,0.6668,1.256,2.144,1.312,0.8892,-99.18
1,1.982,2.024,2.983,1.596,1.737,0.751,-104.6
1,2.012,0.6862,3.99,3.552,0.5336,0.8521,-96.64
1,1.582,1.878,1.233,0.5082,0.5912,0.8721,-100.7
1,1.592,0.9883,2.709,0.9161,0.6887,0.7154,-104.9
1,1.747,1.569,3.195,1.21,0.7013,0.7817,-105.9
1,2.034,2.566,4.096,1.577,0.006515,0.7451,-101.8
1,1.957,0.9932,1.742,2.33,2.319,0.7781,-99.52
1,1.75,0.6144,2.205,2.88,0.4565,0.7006,-101.3
1,2.213,1.935,2.115,2.239,2.141,0.757,-96.23
1,1.754,1.602,2.729,2.386,0.9403,0.9156,-99.35
1,1.686,1.807,2.342,0.794,0.2238,0.8111,-104.9
1,1.653,2.472,0.4432,0.9847,1.46,0.8714,-97.28
1,1.603,1.248,2.417,1.227,1.719,0.7741,-100.2
1,1.71,1.292,2.321,1.374,0.07045,0.7173,-106
1,1.777,0.6971,3.391,1.591,0.48,0.8113,-104.3
1,1.838,1.93,2.116,1.933,0.6652,0.761,-106
1,1.638,2.77,1.917,0.383,0.1236,0.711,-101.8
1,1.848,1.441,3.32,1.548,0.8054,0.6986,-106.2
1,1.685,1.444,1.026,1.416,0.4623,0.6562,-99.91
1,1.839,1.127,3.716,0.9842,1.323,0.7872,-103.1
1,1.598,0.9743,1.526,1.862,0.4672,0.7473,-104.3
1,1.861,1.78,2.189,0.8432,1.45,0.74,-104.1
1,1.826,1.913,1.806,1.35,0.1969,0.7416,-103.2
1,1.801,1.485,2.635,1.768,0.64,0.6391,-104.8
1,1.917,2.009,2.519,1.694,1.8,0.7243,-104.5
1,1.759,2.174,1.412,2.161,2.122,0.679,-94.88
1,1.538,0.6786,1.856,1.923,0.5487,0.7632,-103.1
1,1.703,1.011,2.241,1.163,1.241,0.9419,-99.5
1,1.463,0.9826,2.019,1.066,0.8706,0.7001,-100.8
1,1.662,1.41,2.596,0.4061,1.185,0.9238,-99.41
1,2.069,2.674,3.388,2.186,1.186,0.9005,-100.2
1,2.143,1.787,3.016,3.235,1.279,0.8689,-98.81
1,1.618,2.054,1.514,0.8966,0.3311,0.784,-104.1
1,1.821,2.36,2.579,1.065,0.2569,0.6302,-102.3
1,1.648,1.187,1.757,1.823,0.8403,0.5912,-97.75
1,1.921,1.444,2.621,2.541,1.177,0.838,-103.3
1,1.464,0.883,1.859,0.09241,1.143,0.7811,-100.3
1,1.49,1.17,1.151,0.2407,1.233,0.838,-99.52
1,1.854,2.8,4.075,1.038,0.6949,0.7165,-100.7
1,1.895,1.557,2.813,1.676,1.15,0.6365,-103.8
1,1.384,1.869,0.904,0.5645,0.4845,0.8616,-97.76
1,1.845,0.7233,3.66,0.8358,1.356,0.6906,-100.6
1,1.893,0.4983,3.281,2.477,1.653,0.7551,-101.4
1,2.06,1.833,4.586,2.628,0.4631,0.7275,-99.84
1,1.839,1.117,3.609,1.526,0.5821,0.7066,-105.3
1,1.665,1.685,1.552,0.6426,1.483,0.7264,-102.9
1,1.617,1.385,1.508,2.123,1.245,0.8076,-101
1,1.617,0.8915,2.159,0.8194,0.8974,0.7233,-104.9
1,1.704,1.775,2.867,0.5359,0.9361,0.7089,-104.8
1,2.024,1.805,4.901,1.477,0.2358,0.76,-99.97
1,1.975,2.769,3.318,0.8964,0.8197,0.7982,-103.4
1,1.351,0.9196,2.756,1.14,0.08456,0.8748,-95.95
1,1.926,0.6669,3.011,1.588,0.9008,0.7277,-102.6
1,1.785,1.648,1.707,1.498,0.3183,0.7963,-103.9
1,1.917,1.807,2.638,2.499,0.6335,0.9753,-97.65
1,1.909,2.466,2.371,1.932,1.701,0.733,-103.5
1,1.827,1.787,3.119,1.283,0.6001,0.7672,-106.6
1,2.131,1.598,4.154,2.62,1.113,0.7974,-101.1
1,1.897,2.458,0.823,3.061,0.5592,0.7291,-94.84
1,1.472,1.389,0.5163,1.075,0.7266,0.9617,-95.24
1,1.982,1.21,4.44,1.92,0.7559,0.7542,-102.3
1,1.85,1.606,2.292,0.9702,0.404,0.808,-102.8
1,2,1.861,4.268,2.993,0.9696,0.7555,-98.44
1,1.802,1.919,3.234,0.7192,0.4191,0.7658,-105.4
1,2.03,2.675,2.643,1.404,0.5344,0.6899,-101.2
1,1.714,2.158,2.408,0.3829,2.066,0.8228,-99.07
1,1.881,2.085,2.752,2.116,2.545,0.8373,-96.42
1,1.96,1.63,2.093,1.944,1.369,0.6438,-101.2
1,1.814,0.5348,2.542,2.354,0.3886,0.8556,-101.8
1,1.947,0.8373,4.167,2.047,2.047,0.817,-97.92
1,1.599,0.9517,2.874,0.03463,1.208,0.7354,-100.8
1,1.901,0.9326,4.408,1.15,0.4082,0.7155,-100.7
1,1.83,2.888,2.498,0.1556,0.2259,0.7893,-100.7
1,1.574,0.7468,0.6559,1,2.212,0.7245,-95.21
1,1.696,1.246,2.633,2.111,1.532,0.7637,-101
1,1.826,0.7359,2.508,1.801,2,0.776,-102.4
1,1.997,0.9147,2.535,2.914,1.969,0.7961,-100.3
1,1.845,3.137,0.906,2.148,1.354,0.7829,-98.06
1,1.835,1.297,2.44,1.816,1.794,0.714,-104.1
1,1.862,2.669,2.846,0.8796,0.2049,0.7578,-104.4
1,1.69,1.673,2.602,0.3175,0.7178,0.6708,-103.3
1,1.956,3.095,2.072,1.38,1.117,0.8243,-102.3
1,2.159,2.188,4.468,1.506,0.4059,0.808,-98.7
1,2.107,2.407,2.407,2.559,0.6862,0.886,-98.61
1,2.032,1.755,2.62,1.204,1.357,0.7045,-101
1,1.714,2.707,1.71,0.334,1.315,0.7425,-101.6
1,1.742,2.316,1.613,1.149,0.5466,0.7413,-104.7
1,1.799,1.556,2.662,1.629,1.164,0.7939,-105.8
1,1.638,1.24,2.08,1.179,0.2899,0.6684,-105
1,1.895,1.193,1.784,1.705,1.287,0.6747,-101.4
1,1.76,0.7255,2.572,2.1,0.6704,0.7711,-105.4
1,1.863,0.5666,2.539,2.56,0.1318,0.7563,-101.6
1,1.635,0.7721,2.893,1.165,1.573,0.8722,-99.55
1,2.206,1.557,2.001,3.298,1.749,0.8309,-95.03
1,1.821,2.068,1.438,0.5999,0.7248,0.7724,-100.3
1,1.722,0.6778,3.483,1.957,1.496,0.7225,-99.35
1,1.6,1.149,0.9421,1.502,0.3091,0.7974,-102.1
1,2.089,1.256,2.012,2.948,2.684,0.9197,-94.15
1,1.998,0.6054,3.57,1.901,1.716,0.6745,-99.02
1,1.675,0.6526,2.593,1.091,0.204,0.81,-104.1
1,1.895,1.335,1.542,2.453,1.108,0.7109,-101.9
1,1.863,1.913,2.731,0.9571,1.316,0.8508,-103.4
1,1.365,0.798,1.832,1.049,0.6245,0.7767,-99.39
1,1.902,2.087,3.556,1.147,1.056,0.6675,-103.9
1,1.706,1.922,3.4,1.629,0.04269,0.7948,-103.8
1,1.915,0.8774,4.148,1.526,2.202,0.691,-95.06
1,2.014,2.012,3.452,2.292,0.5514,0.7422,-104.6
1,1.888,1.142,2.226,1.518,1.433,0.896,-100.8
1,1.579,0.6501,2.651,0.2011,0.5475,0.8801,-100.2
1,2.063,0.9317,3.983,3.177,0.2686,0.7371,-98.15
1,1.986,2.399,0.8317,0.9425,1.736,0.788,-94.28
1,1.723,2.135,2.686,0.6456,0.9767,0.7096,-104.9
1,2.119,1.903,3.568,2.478,0.5958,0.6565,-99.26
1,1.88,1.783,3.449,1.619,0.1929,0.8095,-104.9
1,1.839,2.323,2.722,1.473,0.4819,0.6907,-106.1
1,1.795,0.6993,2.802,1.401,1.897,0.7719,-102.5
1,1.848,1.497,2.104,2.379,1.599,0.8278,-102.6
1,1.808,1.141,2.809,1.312,1.105,0.7186,-106.1
1,1.893,1.69,3.303,1.392,1.094,0.6813,-105.4
1,1.777,1.121,0.8604,2.398,0.5653,0.7679,-99.51
1,1.551,2.365,3.348,0.9239,0.4201,0.7658,-97.24
1,1.876,0.7084,2.459,2.682,0.8144,0.7959,-103
1,1.712,1.035,2.849,1.823,0.2669,0.7509,-106.2
1,1.83,2.59,2.957,1.886,0.5203,0.6661,-103
1,2.003,1.47,3.069,2.433,1.019,0.7616,-104.6
1,1.638,1.349,2.123,1.066,0.9191,0.7762,-105.6
1,1.868,2.343,3.747,1.285,0.4936,0.7575,-104.8
1,1.996,1.783,2.052,2.113,0.2323,0.8124,-99.56
1,1.815,0.6797,3.684,0.8879,1.286,0.6751,-100.4
1,1.953,2.385,4.431,1.91,0.01998,0.7548,-101.6
1,1.606,0.589,2.74,0.7315,0.3154,0.7935,-104
1,1.759,0.5755,1.838,0.9118,1.301,0.8143,-101
1,1.931,1.893,4.414,1.179,0.61,0.8109,-102.3
1,1.529,1.029,3.319,0.6132,0.6938,0.8102,-100.6
1,1.698,1.18,2.862,2.133,0.8231,0.7013,-103.4
1,1.783,1.082,2.854,0.665,0.04232,0.7998,-101.9
1,1.996,0.9687,3.773,1.452,0.2474,0.7789,-99.98
1,1.623,2.907,1.575,1.391,0.563,0.8354,-99.78
1,2.034,1.981,4.909,3.021,1.471,0.874,-91.88
1,1.662,0.4971,2.082,2.104,0.424,0.73,-104.3
1,1.873,1.387,2.311,1.676,1.001,0.7727,-105.6
1,1.822,1.233,4.04,0.9463,0.9935,0.6469,-99.86
1,1.635,2.057,1.29,0.9802,0.5975,0.7649,-103.9
1,1.933,0.9904,4.115,1.811,0.721,0.7128,-103
1,1.834,0.9566,1.651,3.419,0.6952,0.8846,-97.12
1,1.947,1.625,1.403,2.215,2.025,0.6464,-96.66
1,1.795,1.415,2.829,1.069,2.687,0.8905,-95.56
1,1.52,0.853,3.041,1.343,1.003,0.7455,-98.97
1,1.828,0.8799,4.956,1.896,0.2665,0.846,-97.8
1,1.814,1.27,0.6823,1.344,1.434,0.8478,-97.49
1,1.995,1.485,3.911,1.974,0.9109,0.8082,-103.6
1,2.125,1.744,4.667,1.861,0.623,0.699,-98.77
1,1.662,0.7572,2.553,0.8854,0.217,0.7696,-104.7
1,1.758,0.8676,2.004,1.427,1.394,0.7828,-104.4
1,1.866,1.702,3.842,1.509,0.2472,0.6704,-103.9
1,1.803,1.801,1.237,2.053,0.8934,0.6561,-100.8
1,1.856,1.38,2.475,1.58,1.499,0.7072,-105.5
