stk,yr,cyc,rec2,rec3,rec4,rec5,rec,eff,juv
19,1996,4,0,0.003058,0.004502,0,0.00756,0.008255,NA
19,1997,1,0,0.010357,0.071883,0,0.08224,0.001084,NA
19,1998,2,0,0.01816,0.04605,0,0.06421,0.003012,NA
19,1999,3,0,0.016673,0.074656,0,0.091329,0.005592,NA
19,2000,4,0,0.00795,0.003873,0,0.011823,0.001745,NA
19,2001,1,0,0.05396,0.333007,0,0.386967,0.008335,NA
19,2002,2,0,0.088078,0.188564,0,0.276642,0.024384,NA
19,2003,3,0,0.020138,0.083148,0,0.103286,0.006043,NA
19,2004,4,0,0.107366,0.03485,0,0.142216,0.000986,NA
19,2005,1,0,0.00577,0.010133059,0,0.015903059,0.211547,NA
19,2006,2,0,0.390122771,0.998291568,0,1.388414339,0.090944,NA
19,2007,3,0,0.304932697,1.33184975,0,1.636782447,0.057444,NA
19,2008,4,0,0.057906511,0.118829728,0,0.176736239,0.004409,NA
19,2009,1,0,0.025206306,0.149543523,0,0.174749829,0.100603,NA
19,2010,2,0,0.229656125,1.263346311,0,1.493002436,0.399661,NA
19,2011,3,0,0.059103921,0.170651137,0,0.229755058,0.38708,NA
19,2012,4,0,0.01456778,0.067387,0,0.08195478,0.032895,NA
19,2013,1,NA,NA,NA,NA,NA,0.078023,NA
19,2014,2,NA,NA,NA,NA,NA,0.238373,
19,2015,3,NA,NA,NA,NA,NA,0.058297,NA
